9,67,0,0
105,123,0,0
7,61,0,0
20,31,0,1
15,41,0,1
50,123,0,0
61,66,0,0
14,88,0,0
17,86,0,0
17,32,0,3
61,74,0,0
86,88,0,0
121,122,0,0
61,122,0,0
88,104,0,0
30,128,0,0
18,119,0,0
19,120,0,0
18,110,0,0
19,127,0,0
54,123,0,8
13,39,0,4
110,113,0,0
17,88,0,0
13,26,0,1
45,128,0,1
21,45,0,1
110,111,0,0
17,20,0,4
0,18,0,0
19,44,0,0
14,116,0,7
48,113,0,0
48,80,0,1
55,130,0,0
7,128,0,1
21,94,0,0
11,121,0,0
32,119,0,0
32,110,0,0
48,111,0,1
48,105,0,0
104,121,0,0
86,116,0,0
66,104,0,0
31,120,0,1
31,127,0,1
13,54,0,4
20,128,0,3
7,41,0,1
17,113,0,0
17,80,0,3
26,68,0,0
14,59,0,0
18,130,0,0
17,116,0,7
39,119,0,0
39,110,0,0
49,94,0,0
31,44,0,1
42,128,0,0
21,67,0,0
9,68,0,0
80,133,0,3
15,30,0,0
18,49,0,1
13,34,0,1
21,60,0,0
5,86,0,0
11,123,0,1
17,59,0,0
30,120,0,0
30,127,0,0
22,133,0,3
32,130,0,0
67,130,0,0
49,67,0,0
14,42,0,2
13,14,0,4
60,133,0,0
113,128,0,0
45,120,0,1
45,127,0,1
5,88,0,0
32,49,0,2
0,17,0,0
110,119,0,0
30,44,0,0
13,32,0,3
5,20,0,0
0,66,0,0
7,120,0,1
0,74,0,0
39,111,0,9
48,119,0,0
48,110,0,0
20,120,0,3
17,42,0,2
20,127,0,4
39,105,0,0
0,122,0,0
39,49,0,4
7,30,0,0
14,61,0,1
9,18,0,0
34,104,0,0
5,113,0,0
5,80,0,0
44,123,0,8
20,30,0,0
5,111,0,0
5,105,0,0
19,55,0,0
0,15,0,0
42,120,0,0
42,127,0,1
20,44,0,4
0,48,0,0
21,68,0,0
41,50,0,0
88,121,0,0
14,130,0,0
13,50,0,0
122,130,0,0
42,44,0,2
5,59,0,0
86,130,0,0
13,116,0,3
15,69,0,0
31,55,0,1
105,133,0,0
111,116,0,8
22,31,0,0
55,94,0,0
49,68,0,0
113,120,0,0
50,133,0,0
113,127,0,0
11,22,0,1
18,45,0,0
17,130,0,0
48,49,0,0
66,121,0,0
68,74,0,0
60,61,0,0
18,94,0,0
68,122,0,0
26,66,0,0
30,69,0,0
54,133,0,5
17,49,0,4
5,42,0,0
55,67,0,0
94,113,0,0
26,74,0,0
9,17,0,0
94,111,0,0
26,122,0,0
9,66,0,0
80,128,0,1
94,116,0,0
0,39,0,0
32,45,0,0
30,55,0,0
0,26,0,0
55,60,0,0
5,119,0,0
45,69,0,0
5,110,0,0
9,74,0,0
9,122,0,0
18,67,0,0
11,113,0,0
15,104,0,0
104,113,0,0
32,94,0,0
67,94,0,0
15,21,0,1
22,128,0,2
7,69,0,0
11,111,0,1
11,105,0,0
45,55,0,1
104,111,0,0
104,105,0,0
26,48,0,1
18,60,0,0
20,69,0,0
123,127,0,7
15,19,0,0
9,15,0,0
39,127,0,8
60,128,0,0
9,48,0,0
39,94,0,0
61,133,0,0
20,55,0,1
32,67,0,0
42,69,0,0
41,61,0,0
