32,128,0,2
0,68,0,0
50,60,0,0
20,122,0,0
9,55,0,0
31,55,0,0
26,50,0,0
50,74,0,0
86,121,0,0
19,42,0,0
18,119,0,0
39,86,0,0
20,67,0,1
0,128,0,0
30,123,0,0
0,69,0,0
14,22,0,9
48,123,0,0
116,123,0,5
67,110,0,0
50,94,0,1
110,111,0,0
61,74,0,0
45,48,0,0
17,18,0,17
54,104,0,0
18,61,0,1
41,111,0,15
19,48,0,0
41,66,0,0
74,119,0,0
45,122,0,0
14,69,0,52
0,20,0,0
7,110,0,0
80,105,0,0
61,94,0,1
20,22,0,2
0,31,0,0
69,94,0,0
19,122,0,0
14,127,0,55
19,67,0,0
60,105,0,0
0,30,0,0
104,127,0,0
11,127,0,2
26,120,0,0
26,45,0,0
60,61,0,9
55,116,0,5
20,69,0,1
48,49,0,0
66,130,0,0
9,119,0,0
31,119,0,1
20,127,0,8
80,110,0,0
19,22,0,0
11,41,0,0
67,88,0,0
32,44,0,0
9,61,0,0
48,104,0,0
31,61,0,19
60,110,0,0
45,69,0,0
66,121,0,0
111,116,0,99
0,44,0,0
13,54,0,14
39,116,0,13
7,88,0,0
19,69,0,0
45,127,0,0
121,133,0,0
50,119,0,0
11,111,0,2
104,111,0,0
32,123,0,0
11,66,0,0
110,120,0,0
67,133,0,0
19,127,0,0
67,113,0,0
7,26,0,0
121,128,0,1
0,123,0,0
41,49,0,0
21,41,0,1
7,34,0,0
61,119,0,10
55,122,0,0
7,133,0,2
69,119,0,12
31,110,0,0
7,113,0,0
55,67,0,0
39,42,0,4
30,54,0,0
119,130,0,0
17,48,0,0
55,88,0,0
80,88,0,0
14,15,0,32
41,104,0,0
21,111,0,30
21,66,0,0
17,122,0,4
18,34,0,0
11,15,0,2
49,69,0,1
39,48,0,1
45,111,0,0
60,88,0,0
45,66,0,0
0,21,0,0
15,18,0,13
111,122,0,3
119,121,0,0
49,127,0,10
39,122,0,3
55,133,0,2
80,133,0,0
55,113,0,0
80,113,0,0
55,68,0,0
39,67,0,0
68,127,0,0
67,130,0,0
55,128,0,1
80,128,0,1
7,30,0,0
55,69,0,0
21,50,0,0
60,133,0,0
60,113,0,0
14,49,0,13
122,133,0,0
7,130,0,0
11,120,0,0
11,45,0,0
34,130,0,0
11,49,0,0
11,39,0,1
122,128,0,0
13,80,0,2
67,121,0,0
44,55,0,9
34,41,0,0
11,14,0,1
9,34,0,0
17,69,0,13
31,34,0,0
20,49,0,7
14,104,0,0
39,68,0,0
49,111,0,14
5,42,0,0
7,121,0,1
49,66,0,0
18,130,0,0
17,127,0,58
34,121,0,0
39,69,0,1
121,123,0,0
68,111,0,0
44,59,0,1
7,44,0,30
32,54,0,3
74,127,0,0
80,130,0,0
21,120,0,6
21,45,0,0
18,41,0,0
34,111,0,0
13,60,0,5
39,127,0,49
34,66,0,0
30,80,0,0
21,39,0,6
94,116,0,0
20,104,0,0
0,54,0,0
13,74,0,0
42,48,0,0
5,48,0,0
45,49,0,0
22,48,0,0
60,130,0,0
59,105,0,0
18,121,0,0
42,122,0,0
5,122,0,0
19,49,0,0
59,61,0,0
13,94,0,1
22,122,0,1
119,120,0,0
5,67,0,0
18,66,0,0
26,94,0,0
7,50,0,0
54,86,0,1
30,60,0,7
34,50,0,0
45,104,0,0
30,74,0,0
17,111,0,102
15,48,0,0
60,121,0,0
17,66,0,0
9,130,0,0
19,104,0,0
31,130,0,0
74,111,0,0
44,105,0,1
15,122,0,2
30,94,0,1
55,123,0,2
5,22,0,0
59,110,0,0
9,41,0,0
44,61,0,12
31,41,0,0
18,50,0,1
94,122,0,0
50,127,0,0
9,121,0,0
30,55,0,0
122,123,0,1
31,121,0,0
86,94,0,1
42,69,0,0
5,69,0,1
14,19,0,1
48,55,0,0
22,69,0,0
9,111,0,0
34,120,0,0
34,45,0,0
9,66,0,0
42,127,0,3
61,127,0,1
5,127,0,0
34,39,0,0
15,22,0,6
69,127,0,0
111,123,0,25
22,127,0,6
44,110,0,1
39,123,0,10
49,104,0,0
32,80,0,0
48,59,0,0
88,116,0,0
13,119,0,0
68,104,0,0
13,18,0,4
0,80,0,0
18,120,0,1
15,69,0,5
18,45,0,0
66,80,0,0
26,119,0,0
9,50,0,0
31,50,0,1
15,127,0,36
59,88,0,0
54,116,0,12
50,111,0,0
50,66,0,0
94,128,0,0
17,49,0,30
17,39,0,61
32,60,0,0
7,54,0,4
32,74,0,0
74,120,0,0
30,119,0,8
42,111,0,1
61,111,0,14
0,60,0,0
69,111,0,13
61,66,0,0
39,49,0,13
0,74,0,0
22,111,0,9
59,133,0,0
41,86,0,0
59,113,0,0
32,94,0,0
59,68,0,0
17,104,0,0
44,88,0,1
48,105,0,0
30,61,0,63
59,128,0,0
86,119,0,0
48,61,0,0
66,94,0,0
88,122,0,0
39,104,0,1
9,120,0,0
9,45,0,0
105,110,0,0
31,120,0,0
31,45,0,0
32,55,0,0
15,111,0,55
15,66,0,0
0,55,0,0
9,14,0,0
44,133,0,25
44,113,0,1
5,15,0,0
54,122,0,2
54,67,0,0
0,59,0,0
48,110,0,0
0,32,0,0
54,88,0,0
5,13,0,0
50,120,0,0
59,130,0,0
113,133,0,0
67,80,0,0
13,48,0,0
11,86,0,0
14,59,0,1
61,120,0,1
14,32,0,0
69,120,0,1
42,49,0,2
5,49,0,0
5,39,0,0
113,128,0,0
120,133,0,5
110,116,0,0
54,133,0,8
26,48,0,0
94,123,0,0
54,113,0,0
22,49,0,5
22,39,0,7
88,127,0,0
32,119,0,0
54,68,0,0
7,80,0,0
41,116,0,0
120,128,0,17
54,128,0,17
128,130,0,1
54,69,0,1
44,130,0,1
66,119,0,0
20,59,0,0
20,32,0,0
0,9,0,0
42,104,0,0
17,19,0,1
5,104,0,0
32,61,0,0
69,104,0,0
67,74,0,0
0,105,0,0
105,133,0,0
22,104,0,0
105,113,0,1
15,49,0,16
15,39,0,39
21,86,0,0
48,88,0,0
0,61,0,0
59,123,0,0
7,60,0,0
41,42,0,0
105,128,0,0
7,74,0,0
45,86,0,0
67,94,0,0
14,17,0,79
44,121,0,1
55,80,0,0
113,130,0,0
30,34,0,0
45,59,0,0
14,105,0,1
11,17,0,2
15,104,0,0
7,94,0,0
14,61,0,46
19,59,0,0
48,133,0,0
19,32,0,0
48,113,0,0
60,80,0,0
110,122,0,0
0,110,0,0
13,127,0,13
41,122,0,0
48,128,0,1
94,104,0,0
20,105,0,1
113,121,0,0
55,60,0,0
0,7,0,0
41,67,0,0
26,127,0,6
104,116,0,0
11,116,0,0
55,74,0,0
41,88,0,0
44,50,0,1
105,130,0,0
14,110,0,0
13,41,0,49
60,74,0,0
80,94,0,0
49,86,0,1
45,105,0,0
68,86,0,0
60,94,0,0
11,42,0,0
41,133,0,0
19,105,0,1
30,130,0,0
34,86,0,0
41,113,0,0
20,110,0,0
120,123,0,7
41,68,0,0
54,123,0,13
21,116,0,4
13,111,0,39
5,19,0,0
19,61,0,1
48,130,0,0
13,66,0,0
116,130,0,1
86,127,0,0
67,119,0,0
41,128,0,0
30,41,0,0
26,111,0,4
45,116,0,0
26,66,0,0
11,48,0,0
55,59,0,0
7,119,0,0
7,18,0,0
30,121,0,0
32,34,0,0
0,26,0,0
105,123,0,0
11,122,0,0
104,122,0,0
48,121,0,0
21,42,0,0
116,121,0,0
11,67,0,0
15,19,0,0
0,34,0,0
14,88,0,0
30,66,0,0
17,86,0,3
19,110,0,0
39,55,0,5
17,59,0,0
74,86,0,0
13,15,0,92
88,104,0,0
17,32,0,5
14,26,0,4
21,48,0,0
86,111,0,1
39,59,0,0
20,88,0,0
80,119,0,0
14,133,0,9
11,22,0,0
14,113,0,1
14,68,0,0
21,122,0,0
30,50,0,1
104,133,0,0
49,116,0,2
44,54,0,57
104,113,0,0
21,67,0,0
11,68,0,0
14,128,0,33
20,26,0,0
60,119,0,1
55,105,0,0
68,116,0,0
55,61,0,0
104,128,0,0
11,128,0,1
45,67,0,0
11,69,0,0
34,116,0,0
13,120,0,13
13,45,0,0
20,133,0,4
20,113,0,1
13,49,0,21
13,39,0,34
20,68,0,0
119,122,0,0
32,130,0,0
66,127,0,0
41,44,0,5
45,88,0,0
26,49,0,0
26,39,0,5
20,128,0,10
14,20,0,7
19,88,0,0
13,14,0,20
0,130,0,0
21,22,0,1
14,31,0,16
32,41,0,0
110,123,0,0
11,20,0,0
9,18,0,0
11,31,0,0
0,41,0,0
41,123,0,0
19,26,0,0
39,105,0,0
14,30,0,68
34,42,0,0
55,110,0,0
50,86,0,1
30,120,0,0
30,45,0,0
45,133,0,0
32,121,0,0
45,113,0,0
45,68,0,0
39,61,0,1
26,104,0,0
21,69,0,0
14,130,0,1
17,116,0,19
19,133,0,0
19,113,0,1
20,31,0,1
0,121,0,0
19,68,0,0
32,66,0,0
45,128,0,1
21,127,0,4
42,86,0,0
61,86,0,1
49,122,0,2
5,86,0,0
74,116,0,0
59,80,0,0
69,86,0,0
19,128,0,0
34,48,0,0
22,86,0,0
86,120,0,0
20,30,0,1
49,67,0,0
66,111,0,1
42,59,0,0
68,122,0,0
5,59,0,0
5,32,0,0
22,59,0,0
34,122,0,0
22,32,0,0
49,88,0,0
17,42,0,1
34,67,0,0
119,127,0,0
39,110,0,0
14,44,0,105
68,88,0,0
19,20,0,1
32,50,0,0
18,48,0,0
59,60,0,0
15,86,0,0
19,31,0,1
59,74,0,0
44,80,0,7
0,50,0,0
18,122,0,1
48,54,0,0
15,59,0,0
49,133,0,3
15,32,0,4
14,123,0,18
49,113,0,0
19,30,0,1
49,68,0,0
20,44,0,26
68,133,0,0
59,94,0,0
104,123,0,0
11,123,0,0
19,130,0,0
68,113,0,0
49,128,0,13
5,17,0,0
5,9,0,0
17,67,0,1
67,127,0,0
68,128,0,0
74,122,0,0
68,69,0,1
42,105,0,0
5,105,0,0
44,60,0,2
20,123,0,2
121,130,0,0
50,116,0,0
22,105,0,0
34,69,0,0
44,74,0,1
17,88,0,0
11,13,0,1
18,22,0,1
32,120,0,0
